natural_language_query,sql_query
Get all records by joining products with order items on product id,SELECT * FROM products JOIN order_items ON products.product_id = order_items.product_id;
Get all records by joining users with orders on user id,SELECT * FROM users JOIN orders ON users.user_id = orders.user_id;
Get all records by joining authors with books on author id,SELECT * FROM authors JOIN books ON authors.author_id = books.author_id;
Remove records from products where quantity is greater than  50,DELETE FROM products WHERE quantity > 50;
Remove records from products where rating is greater than or eqaual to 4.5,DELETE FROM products WHERE rating >= 4.5;
Remove records from products where age is less than or equal to  30,DELETE FROM products WHERE age <= 30;
Remove records from products where status is eqaul to  'inactive',DELETE FROM products WHERE status = 'inactive';
Find orders where order code contains 'blue',SELECT * FROM orders WHERE order_code LIKE '%blue%';
Find orders where order code contains 'pro',SELECT * FROM orders WHERE order_code LIKE '%pro%';
Find orders where order code contains 'admin',SELECT * FROM orders WHERE order_code LIKE '%admin%';
Find orders where order code contains '2021',SELECT * FROM orders WHERE order_code LIKE '%2021%';
Find orders where order code contains 'test',SELECT * FROM orders WHERE order_code LIKE '%test%';
Remove records from products where age is less than or equal to 30,DELETE FROM products WHERE age <= 30;
Remove records from products where age is greater than or equal to  60,DELETE FROM products WHERE age >= 60;
Categorize orders as 'High' or 'Low' value based on total_amount greater than 5000,"SELECT order_id, total_amount, CASE WHEN total_amount > 5000 THEN 'High' ELSE 'Low' END AS value_category FROM orders;"
Categorize products as 'Expensive' or 'Cheap' based on price greater than 1000,"SELECT product_id, name, CASE WHEN price > 1000 THEN 'Expensive' ELSE 'Cheap' END AS price_category FROM products;"
Find employees who do not have a manager,SELECT name FROM employees WHERE manager_id IS NULL;
Get products with price between 100 and 500,SELECT * FROM products WHERE price BETWEEN 100 AND 500;
Find all customers whose name starts with 'Jo',SELECT * FROM customers WHERE name LIKE 'Jo%';
Find all customers whose email ends with '@gmail.com',SELECT * FROM customers WHERE email LIKE '%@gmail.com';
Find all products with description containing 'eco-friendly',SELECT * FROM products WHERE description LIKE '%eco-friendly%';
Find employees whose name contains 'smith',SELECT * FROM employees WHERE name LIKE '%smith%';
Get the total quantity sold per product,"SELECT product_id, SUM(quantity) AS total_quantity FROM order_items GROUP BY product_id;"
Get average salary of employees in each department,"SELECT department_id, AVG(salary) AS avg_salary FROM employees GROUP BY department_id;"
Find departments with more than 10 employees,"SELECT department_id, COUNT(*) FROM employees GROUP BY department_id HAVING COUNT(*) > 10;"
Get the latest order placed by each customer,"SELECT customer_id, MAX(order_date) AS latest_order FROM orders GROUP BY customer_id;"
Get names of employees hired after 2020-01-01,SELECT name FROM employees WHERE hire_date > '2020-01-01';
Update product price to 999 where product id is 102,UPDATE products SET price = '999' WHERE product_id = '102';
Update email to 'john.doe@example.com' where customer name is 'John Doe',UPDATE customers SET email = ''john.doe@example.com'' WHERE name = ''John' Doe';
"Insert a new product with id 105, name 'Tablet', price 300","INSERT INTO products (product_id, name, price) VALUES (105, 'Tablet', 300);"
Insert a new employee named 'Alice' into department 2 with salary 75000,"INSERT INTO employees (name, department_id, salary) VALUES ('Alice', 2, 75000);"
Delete from employees where age is under 30,DELETE FROM employees WHERE age < 30;
Remove employees with age greater than 50,DELETE FROM employees WHERE age > 50;
Delete employees where age exceeds 45,DELETE FROM employees WHERE age > 45;
Delete products where price is under 200,DELETE FROM products WHERE price < 200;
Remove records from products where price is greater than 1000,DELETE FROM products WHERE price > 1000;
Delete products where price exceeds 500,DELETE FROM products WHERE price > 500;
Remove orders where total amount is less than 250,DELETE FROM orders WHERE total_amount < 250;
Delete from orders where total amount is under 300,DELETE FROM orders WHERE total_amount < 300;
Remove orders where total amount is greater than 1000,DELETE FROM orders WHERE total_amount > 1000;
Delete orders where total amount exceeds 750,DELETE FROM orders WHERE total_amount > 750;
Remove records from customers where signup date is before 2021-01-01,DELETE FROM customers WHERE signup_date < '2021-01-01';
Delete customers where signup date is after 2022-12-31,DELETE FROM customers WHERE signup_date > '2022-12-31';
Remove records from employees where department is 'HR',DELETE FROM employees WHERE department = 'HR';
Delete employees where department equals Sales,DELETE FROM employees WHERE department = 'Sales';
Remove records from products where name like 'A%',DELETE FROM products WHERE name LIKE 'A%';
Delete products where name starts with 'Pro',DELETE FROM products WHERE name LIKE 'Pro%';
Remove records from orders where order date is before 2022-01-01,DELETE FROM orders WHERE order_date < '2022-01-01';
Delete orders where order date is after 2023-06-01,DELETE FROM orders WHERE order_date > '2023-06-01';
Remove records from customers where email contains 'gmail',DELETE FROM customers WHERE email LIKE '%gmail%';
Delete customers where email like '%@yahoo.com',DELETE FROM customers WHERE email LIKE '%@yahoo.com';
Remove records from employees where name equals 'John Doe',DELETE FROM employees WHERE name = 'John Doe';
Delete employees where name is not 'Jane Smith',DELETE FROM employees WHERE name != 'Jane Smith';
Remove records from products where stock equals 0,DELETE FROM products WHERE stock = 0;
Delete employees who are younger than 25,DELETE FROM employees WHERE age < 25;
Remove orders where total amount is less than 500,DELETE FROM orders WHERE total_amount < 500;
Remove products priced below 100,DELETE FROM products WHERE price < 100;
Delete customers whose purchase count is under 2,DELETE FROM customers WHERE purchase_count < 2;
Delete books with fewer than 100 pages,DELETE FROM books WHERE pages < 100;
Delete users with access level under 3,DELETE FROM users WHERE access_level < 3;
Remove employees who have worked for less than 2 years,DELETE FROM employees WHERE years_of_service < 2;
Remove orders with total amount below 400,DELETE FROM orders WHERE total_amount < 400;
Delete students scoring less than 40 marks,DELETE FROM students WHERE marks < 40;
Delete entries where the count is fewer than 10,DELETE FROM entries WHERE count < 10;
Delete employees aged 18 or younger,DELETE FROM employees WHERE age <= 18;
Delete orders where amount is at most 1000,DELETE FROM orders WHERE total_amount <= 1000;
Remove students who scored 35 or less,DELETE FROM students WHERE marks <= 35;
Delete customers who made 1 or fewer purchases,DELETE FROM customers WHERE purchase_count <= 1;
Delete all items with quantity not more than 20,DELETE FROM items WHERE quantity <= 20;
Delete employees who joined before 2020-01-01,DELETE FROM employees WHERE joining_date < '2020-01-01';
Remove orders made before March 2023,DELETE FROM orders WHERE order_date < '2023-03-01';
Delete appointments scheduled before 2024-01-01,DELETE FROM appointments WHERE appointment_date < '2024-01-01';
Remove customers who signed up on or before 2021-12-31,DELETE FROM customers WHERE signup_date <= '2021-12-31';
Delete employees younger than 30 and with salary below 50000,DELETE FROM employees WHERE age < 30 AND salary < 50000;
Remove products with price less than 100 and quantity under 10,DELETE FROM products WHERE price < 100 AND quantity < 10;
Delete from employees where salary is greater than or equal to 10,DELETE FROM employees WHERE salary >= 10;
Delete from employees where age is greater than 10,DELETE FROM employees WHERE age > 10;
Delete from orders where quantity is less than or equal to 10,DELETE FROM orders WHERE quantity <= 10;
Delete from products where price is at most 100,DELETE FROM products WHERE price <= 100;
Delete from orders where quantity is different from 10,DELETE FROM orders WHERE quantity != 10;
Delete from customers where signup date is more than 2022-01-01,DELETE FROM customers WHERE signup_date > '2022-01-01';
Delete from students where grade is exceeds 10,DELETE FROM students WHERE grade > 10;
Delete from orders where order date is no less than 2022-01-01,DELETE FROM orders WHERE order_date >= '2022-01-01';
Delete from employees where age is greater than or equal to 10,DELETE FROM employees WHERE age >= 10;
Delete from products where quantity is exceeds 10,DELETE FROM products WHERE quantity > 10;
Delete from employees where department id is less than 10,DELETE FROM employees WHERE department_id < 10;
Delete from students where marks is no less than 10,DELETE FROM students WHERE marks >= 10;
Delete from products where price is greater than or equal to 100,DELETE FROM products WHERE price >= 100;
Delete from customers where signup date is less than or equal to 2022-01-01,DELETE FROM customers WHERE signup_date <= '2022-01-01';
Delete from products where price is exceeds 100,DELETE FROM products WHERE price > 100;
Delete from students where grade is no more than 10,DELETE FROM students WHERE grade <= 10;
Delete from customers where age is no more than 10,DELETE FROM customers WHERE age <= 10;
Delete from employees where salary is less than 10,DELETE FROM employees WHERE salary < 10;
Delete from customers where purchase count is below 10,DELETE FROM customers WHERE purchase_count < 10;
Delete from products where stock is no more than 10,DELETE FROM products WHERE stock <= 10;
Delete from products where stock is more than 10,DELETE FROM products WHERE stock > 10;
Delete from employees where salary is at most 10,DELETE FROM employees WHERE salary <= 10;
Delete from students where grade is at least 10,DELETE FROM students WHERE grade >= 10;
Delete from employees where years of service is less than 10,DELETE FROM employees WHERE years_of_service < 10;
Delete from customers where signup date is no less than 2022-01-01,DELETE FROM customers WHERE signup_date >= '2022-01-01';
Delete from customers where purchase count is less than 10,DELETE FROM customers WHERE purchase_count < 10;
Delete from employees where age is at least 10,DELETE FROM employees WHERE age >= 10;
Delete from students where marks is greater than 10,DELETE FROM students WHERE marks > 10;
Delete from students where grade is not equal to 10,DELETE FROM students WHERE grade != 10;
Delete from customers where purchase count is less than or equal to 10,DELETE FROM customers WHERE purchase_count <= 10;
Delete from orders where quantity is greater than 10,DELETE FROM orders WHERE quantity > 10;
Delete from students where grade is less than or equal to 10,DELETE FROM students WHERE grade <= 10;
Delete from employees where salary is at least 10,DELETE FROM employees WHERE salary >= 10;
Delete from customers where age is below 10,DELETE FROM customers WHERE age < 10;
Delete from employees where salary is less than or equal to 10,DELETE FROM employees WHERE salary <= 10;
Delete from orders where total amount is greater than or equal to 10,DELETE FROM orders WHERE total_amount >= 10;
Delete from customers where age is not equal to 10,DELETE FROM customers WHERE age != 10;
Delete from employees where department id is at least 10,DELETE FROM employees WHERE department_id >= 10;
Delete from orders where order date is at most 2022-01-01,DELETE FROM orders WHERE order_date <= '2022-01-01';
Delete from customers where signup date is at least 2022-01-01,DELETE FROM customers WHERE signup_date >= '2022-01-01';
Delete from students where grade is below 10,DELETE FROM students WHERE grade < 10;
Delete from products where price is more than 100,DELETE FROM products WHERE price > 100;
Delete from students where attendance is no less than 10,DELETE FROM students WHERE attendance >= 10;
Delete from employees where salary is under 10,DELETE FROM employees WHERE salary < 10;
Delete from customers where purchase count is greater than 10,DELETE FROM customers WHERE purchase_count > 10;
Delete from orders where total amount is greater than 10,DELETE FROM orders WHERE total_amount > 10;
Delete from customers where signup date is less than 2022-01-01,DELETE FROM customers WHERE signup_date < '2022-01-01';
Delete from employees where years of service is exceeds 10,DELETE FROM employees WHERE years_of_service > 10;
Delete from products where quantity is at most 10,DELETE FROM products WHERE quantity <= 10;
Delete from orders where total amount is less than 10,DELETE FROM orders WHERE total_amount < 10;
Delete from students where marks is greater than or equal to 10,DELETE FROM students WHERE marks >= 10;
Delete from customers where age is greater than 10,DELETE FROM customers WHERE age > 10;
Delete from students where marks is not equal to 10,DELETE FROM students WHERE marks != 10;
Delete from customers where age is not equal 10,DELETE FROM customers WHERE age != 10;
Delete from students where attendance is different from 10,DELETE FROM students WHERE attendance != 10;
Delete from students where marks is different from 10,DELETE FROM students WHERE marks != 10;
Delete from products where price is at least 100,DELETE FROM products WHERE price >= 100;
Delete from students where attendance is greater than or equal to 10,DELETE FROM students WHERE attendance >= 10;
Delete from orders where total amount is not equal 20,DELETE FROM orders WHERE total_amount != 20;
Delete from products where quantity is under 10,DELETE FROM products WHERE quantity < 10;
Delete from orders where quantity is no more than 10,DELETE FROM orders WHERE quantity <= 10;
Delete from products where stock is greater than 10,DELETE FROM products WHERE stock > 10;
Delete from products where stock is less than 10,DELETE FROM products WHERE stock < 10;
Delete from orders where total amount is more than 10,DELETE FROM orders WHERE total_amount > 10;
Delete from orders where quantity is no less than 10,DELETE FROM orders WHERE quantity >= 10;
Delete from orders where total amount is exceeds 10,DELETE FROM orders WHERE total_amount > 10;
Delete from products where price is less than or equal to 100,DELETE FROM products WHERE price <= 100;
Delete from orders where order date is greater than or equal to 2022-01-01,DELETE FROM orders WHERE order_date >= '2022-01-01';
Delete from products where price is not equal to 100,DELETE FROM products WHERE price != 100;
Delete from customers where age is different from 10,DELETE FROM customers WHERE age != 10;
Delete from customers where signup date is not equal to 2022-01-01,DELETE FROM customers WHERE signup_date != '2022-01-01';
Delete from products where price is greater than 100,DELETE FROM products WHERE price > 100;
Delete from employees where salary is different from 10,DELETE FROM employees WHERE salary != 10;
Delete from products where stock is at most 10,DELETE FROM products WHERE stock <= 10;
Delete from orders where order date is less than 2022-01-01,DELETE FROM orders WHERE order_date < '2022-01-01';
Delete from orders where order date is more than 2022-01-01,DELETE FROM orders WHERE order_date > '2022-01-01';
Delete from employees where age is no more than 10,DELETE FROM employees WHERE age <= 10;
Delete from employees where department id is no less than 10,DELETE FROM employees WHERE department_id >= 10;
Delete from customers where purchase count is different from 10,DELETE FROM customers WHERE purchase_count != 10;
Delete from customers where purchase count is greater than or equal to 10,DELETE FROM customers WHERE purchase_count >= 10;
Delete from orders where quantity is more than 10,DELETE FROM orders WHERE quantity > 10;
Delete from orders where total_amount is no more than 10,DELETE FROM orders WHERE total_amount <= 10;
Delete from students where attendance is below 10,DELETE FROM students WHERE attendance < 10;
Delete from students where marks is not equal 10,DELETE FROM students WHERE marks != 10;
Delete from products where quantity is more than 10,DELETE FROM products WHERE quantity > 10;
Delete from employees where years of service is under 10,DELETE FROM employees WHERE years_of_service < 10;
Delete from employees where age is not equal to 10,DELETE FROM employees WHERE age != 10;
Delete from employees where years of service is no more than 10,DELETE FROM employees WHERE years_of_service <= 10;
Delete from employees where salary is not equal 10,DELETE FROM employees WHERE salary != 10;
Delete from employees where years of service is not equal to 10,DELETE FROM employees WHERE years_of_service != 10;
Delete from students where attendance is not equal 10,DELETE FROM students WHERE attendance != 10;
Delete from products where quantity is not equal 10,DELETE FROM products WHERE quantity != 10;
Delete from customers where purchase count is no less than 10,DELETE FROM customers WHERE purchase_count >= 10;
Delete from employees where department id is greater than 10,DELETE FROM employees WHERE department_id > 10;
Delete from products where quantity is below 10,DELETE FROM products WHERE quantity < 10;
Delete from customers where age is at least 10,DELETE FROM customers WHERE age >= 10;
Delete from orders where order date is under 2022-01-01,DELETE FROM orders WHERE order_date < '2022-01-01';
Delete from employees where years of service is no less than 10,DELETE FROM employees WHERE years_of_service >= 10;
Delete from customers where purchase count is not equal to 10,DELETE FROM customers WHERE purchase_count != 10;
Delete from products where quantity is no less than 10,DELETE FROM products WHERE quantity >= 10;
Delete from orders where order date is less than or equal to 2022-01-01,DELETE FROM orders WHERE order_date <= '2022-01-01';
Delete from products where quantity is greater than 10,DELETE FROM products WHERE quantity > 10;
Delete from employees where salary is no less than 10,DELETE FROM employees WHERE salary >= 10;
Delete from students where grade is greater than 10,DELETE FROM students WHERE grade > 10;
Delete from students where attendance is no more than 10,DELETE FROM students WHERE attendance <= 10;
Delete from students where grade is not equal 10,DELETE FROM students WHERE grade != 10;
Delete from products where stock is not equal to 10,DELETE FROM products WHERE stock != 10;
Delete from employees where age is less than 10,DELETE FROM employees WHERE age < 10;
Delete from employees where age is below 10,DELETE FROM employees WHERE age < 10;
Delete from orders where order date is below 2022-01-01,DELETE FROM orders WHERE order_date < '2022-01-01';
Delete from employees where department id is under 10,DELETE FROM employees WHERE department_id < 10;
Delete from orders where quantity is at least 10,DELETE FROM orders WHERE quantity >= 10;
Delete from products where price is different from 100,DELETE FROM products WHERE price != 100;
Delete from products where quantity is greater than or equal to 10,DELETE FROM products WHERE quantity >= 10;
Delete from customers where signup date is exceeds 2022-01-01,DELETE FROM customers WHERE signup_date > '2022-01-01';
Delete from orders where quantity is less than 10,DELETE FROM orders WHERE quantity < 10;
Delete from orders where order date is at least 2022-01-01,DELETE FROM orders WHERE order_date >= '2022-01-01';
Delete from customers where signup date is below 2022-01-01,DELETE FROM customers WHERE signup_date < '2022-01-01';
Delete from customers where purchase count is exceeds 10,DELETE FROM customers WHERE purchase_count > 10;
Delete from orders where quantity is exceeds 10,DELETE FROM orders WHERE quantity > 10;
List all products priced below 100,SELECT * FROM products WHERE price < 100;
Find employees with experience less than 5 years,SELECT * FROM employees WHERE experience < 5;
Get orders with quantity less than 10,SELECT * FROM orders WHERE quantity < 10;
Show customers who signed up before 2022-06-08,SELECT * FROM customers WHERE signup_date < '2022-06-08';
Delete from orders where total is below 500,DELETE FROM orders WHERE total < 500;
List products with price less than or equal to 100,SELECT * FROM products WHERE price <= 100;
Find employees with age no more than 30,SELECT * FROM employees WHERE age <= 30;
Get all orders with quantity less than or equal to 20,SELECT * FROM orders WHERE quantity <= 20;
Delete customers with purchase count not exceeding 5,DELETE FROM customers WHERE purchase_count <= 5;
Find students whose marks are 40 or below,SELECT * FROM students WHERE marks <= 40;
List products with price more than 100,SELECT * FROM products WHERE price > 100;
Find employees older than 40,SELECT * FROM employees WHERE age > 40;
Get orders where quantity exceeds 10,SELECT * FROM orders WHERE quantity > 10;
Show customers who signed up after 2023-10-09,SELECT * FROM customers WHERE signup_date > '2023-10-09';
Delete from orders where total exceeds 1000,DELETE FROM orders WHERE total > 1000;
List products priced at least 200,SELECT * FROM products WHERE price >= 200;
Find employees aged 50 or more,SELECT * FROM employees WHERE age >= 50;
Get all orders with quantity of 15 or more,SELECT * FROM orders WHERE quantity >= 15;
Delete customers with 3 or more purchases,DELETE FROM customers WHERE purchase_count >= 3;
Find students with marks not less than 75,SELECT * FROM students WHERE marks >= 75;
List products priced exactly 250,SELECT * FROM products WHERE price = 250;
Find employees aged 30,SELECT * FROM employees WHERE age = 30;
Get orders with quantity equal to 5,SELECT * FROM orders WHERE quantity = 5;
Show customers who signed up on 2020-02-25,SELECT * FROM customers WHERE signup_date = '2020-02-25';
Delete from orders where total is 999,DELETE FROM orders WHERE total = 999;
List products not priced at 100,SELECT * FROM products WHERE price != 100;
Find employees not aged 40,SELECT * FROM employees WHERE age != 40;
Get orders where quantity is not 1,SELECT * FROM orders WHERE quantity != 1;
Show customers not signed up on 2023-06-29,SELECT * FROM customers WHERE signup_date != '2023-06-29';
Delete orders where total is not 500,DELETE FROM orders WHERE total != 500;
Show customers who signed up before 2024-02-01,SELECT * FROM customers WHERE signup_date < '2024-02-01';
Show customers who signed up after 2024-07-31,SELECT * FROM customers WHERE signup_date > '2024-07-31';
Show customers who signed up on 2021-12-15,SELECT * FROM customers WHERE signup_date = '2021-12-15';
Show customers not signed up on 2023-10-06,SELECT * FROM customers WHERE signup_date != '2023-10-06';
Show customers who signed up before 2023-04-29,SELECT * FROM customers WHERE signup_date < '2023-04-29';
Show customers who signed up after 2023-06-06,SELECT * FROM customers WHERE signup_date > '2023-06-06';
Show customers who signed up on 2024-11-29,SELECT * FROM customers WHERE signup_date = '2024-11-29';
Show customers not signed up on 2024-03-12,SELECT * FROM customers WHERE signup_date != '2024-03-12';
Show customers who signed up before 2022-09-22,SELECT * FROM customers WHERE signup_date < '2022-09-22';
Update product name to 'Desk Chair' where product_id is 101,UPDATE products SET name = 'Desk Chair' WHERE product_id = 101;
Remove records from products where name is less than 'Keyboard',DELETE FROM products WHERE name < 'Keyboard';
Delete from orders where total amount is less than 2450,DELETE FROM orders WHERE total_amount < 2450;
Update order date to '2022-02-14' in orders where order date is '2022-03-20',UPDATE orders SET order_date = '2022-02-14' WHERE order_date = '2022-03-20';
Categorize orders as 'High' or 'Low' based on total_amount greater than 5000,"SELECT order_id, total_amount, CASE WHEN total_amount > 5000 THEN 'High' ELSE 'Low' END AS value_category FROM orders;"
Categorize products as 'Expensive' or 'Cheap' based on price greater than 1000,"SELECT name, CASE WHEN price > 1000 THEN 'Expensive' ELSE 'Cheap' END AS price_category FROM products;"
Update name to 'Office Desk' in products where name is 'Wooden Table',UPDATE products SET name = 'Office Desk' WHERE name = 'Wooden Table';
Remove employees whose name is less than 'John',DELETE FROM employees WHERE name < 'John';
Remove orders placed before '2023-01-01',DELETE FROM orders WHERE order_date < '2023-01-01';
Show customers whose last purchase was before '2024-01-01',SELECT * FROM customers WHERE last_purchase < '2024-01-01';
List products where price is greater than or equal to 500,SELECT * FROM products WHERE price >= 500;
Find employees whose salary is less than or equal to 30000,SELECT * FROM employees WHERE salary <= 30000;
Show employees not in department 'HR',SELECT * FROM employees WHERE department != 'HR';
List employees who joined after '2020-01-01',SELECT * FROM employees WHERE join_date > '2020-01-01';
Show products not named 'Monitor',SELECT * FROM products WHERE name != 'Monitor';
Update salary to 80000 in employees where name is 'Alice',UPDATE employees SET salary = 80000 WHERE name = 'Alice';
Delete customers whose signup date is before '2022-06-01',DELETE FROM customers WHERE signup_date < '2022-06-01';
List orders where total amount is not equal to 5000,SELECT * FROM orders WHERE total_amount != 5000;
Find managers aged greater than 50,SELECT * FROM managers WHERE age > 50;
Categorize employees as 'Senior' or 'Junior' based on years_of_experience > 5,"SELECT name, CASE WHEN years_of_experience > 5 THEN 'Senior' ELSE 'Junior' END AS level FROM employees;"
"Mark orders as 'Old' if before '2023-01-01', else 'Recent'","SELECT order_id, CASE WHEN order_date < '2023-01-01' THEN 'Old' ELSE 'Recent' END AS status FROM orders;"
"Classify products by price: 'Premium' if > 2000, else 'Standard'","SELECT name, CASE WHEN price > 2000 THEN 'Premium' ELSE 'Standard' END AS category FROM products;"
Get customers and mark as 'VIP' if total_spent > 10000,"SELECT name, CASE WHEN total_spent > 10000 THEN 'VIP' ELSE 'Regular' END AS status FROM customers;"
Tag employees as 'Experienced' or 'Fresher' based on years > 3,"SELECT name, CASE WHEN years > 3 THEN 'Experienced' ELSE 'Fresher' END AS experience_level FROM employees;"
Show total orders placed by each customer,"SELECT customer_id, COUNT(*) FROM orders GROUP BY customer_id;"
Get average salary for each department,"SELECT department, AVG(salary) FROM employees GROUP BY department;"
List count of products by category having more than 5 items,"SELECT category, COUNT(*) FROM products GROUP BY category HAVING COUNT(*) > 5;"
Get max order amount per customer,"SELECT customer_id, MAX(total_amount) FROM orders GROUP BY customer_id;"
List employees grouped by department with average age,"SELECT department, AVG(age) FROM employees GROUP BY department;"
Update department to 'Finance' where employee id is 20,UPDATE employees SET department = 'Finance' WHERE employee_id = 20;
Remove products priced over 5000,DELETE FROM products WHERE price > 5000;
Update join date to '2020-01-01' for employee with id 3,UPDATE employees SET join_date = '2020-01-01' WHERE employee_id = 3;
Delete customers whose name is 'Bob',DELETE FROM customers WHERE name = 'Bob';
Update product price to 999 where product name is 'Mouse',UPDATE products SET price = 999 WHERE name = 'Mouse';
Find orders not made on '2023-06-01',SELECT * FROM orders WHERE order_date != '2023-06-01';
Show customers whose city is not 'Delhi',SELECT * FROM customers WHERE city != 'Delhi';
List employees earning more than 70000,SELECT * FROM employees WHERE salary > 70000;
Remove items with quantity less than 5,DELETE FROM order_items WHERE quantity < 5;
Get products not named 'Laptop',SELECT * FROM products WHERE name != 'Laptop';
Mark customers as 'Frequent' if purchase_count > 10,"SELECT name, CASE WHEN purchase_count > 10 THEN 'Frequent' ELSE 'Occasional' END AS customer_type FROM customers;"
Classify orders as 'Bulk' if quantity greater than 50,"SELECT order_id, CASE WHEN quantity > 50 THEN 'Bulk' ELSE 'Single' END AS order_type FROM orders;"
Group employees by department with max salary,"SELECT department, MAX(salary) FROM employees GROUP BY department;"
Update status to 'Inactive' where last_login is before '2023-01-01',UPDATE users SET status = 'Inactive' WHERE last_login < '2023-01-01';
Show employees with designation not equal to 'Manager',SELECT * FROM employees WHERE designation != 'Manager';
Delete from orders where quantity is less than 100,DELETE FROM orders WHERE quantity < 100;
Remove all employees whose age is not equal to 30,DELETE FROM employees WHERE age != 30;
Delete products where price is no more than 999,DELETE FROM products WHERE price <= 999;
Remove students whose score is no less than 40,DELETE FROM students WHERE score >= 40;
Get customers whose signup date is earlier than 2023-01-01,SELECT * FROM customers WHERE signup_date < '2023-01-01';
List employees where years_of_experience is not equal to 5,SELECT * FROM employees WHERE years_of_experience != 5;
Show items priced below 200,SELECT * FROM items WHERE price < 200;
Get orders with delivery time greater than or equal to 3 days,SELECT * FROM orders WHERE delivery_time >= 3;
Delete from products where stock is under 20,DELETE FROM products WHERE stock < 20;
Find users whose login count is not less than 10,SELECT * FROM users WHERE login_count >= 10;
Get records from products where quantity is less than 5,SELECT * FROM products WHERE quantity < 5;
Get records from employees where price is less than '2022-01-01',SELECT * FROM employees WHERE price < '2022-01-01';
Get records from orders where signup_date is less than '2022-01-01',SELECT * FROM orders WHERE signup_date < '2022-01-01';
Get records from employees where price is before 100,SELECT * FROM employees WHERE price < 100;
Get records from products where quantity is less than 100,SELECT * FROM products WHERE quantity < 100;
Get records from products where experience is under 20,SELECT * FROM products WHERE experience < 20;
Get records from orders where price is before 5,SELECT * FROM orders WHERE price < 5;
Get records from customers where stock is before 5,SELECT * FROM customers WHERE stock < 5;
Get records from products where stock is below 50,SELECT * FROM products WHERE stock < 50;
Get records from employees where signup_date is below 20,SELECT * FROM employees WHERE signup_date < 20;
Get records from orders where stock is below 50,SELECT * FROM orders WHERE stock < 50;
Get records from customers where price is less than 20,SELECT * FROM customers WHERE price < 20;
Get records from orders where stock is under '2023-06-30',SELECT * FROM orders WHERE stock < '2023-06-30';
Get records from products where experience is before 100,SELECT * FROM products WHERE experience < 100;
Get records from orders where price is below '2022-01-01',SELECT * FROM orders WHERE price < '2022-01-01';
Get records from orders where signup_date is before 5,SELECT * FROM orders WHERE signup_date < 5;
Get records from orders where stock is less than '2022-01-01',SELECT * FROM orders WHERE stock < '2022-01-01';
Get records from employees where experience is less than '2022-01-01',SELECT * FROM employees WHERE experience < '2022-01-01';
Get records from orders where order_date is under '2022-01-01',SELECT * FROM orders WHERE order_date < '2022-01-01';
Get records from products where experience is before 20,SELECT * FROM products WHERE experience < 20;
Get records from products where signup_date is below '2022-01-01',SELECT * FROM products WHERE signup_date < '2022-01-01';
Get records from customers where signup_date is under 50,SELECT * FROM customers WHERE signup_date < 50;
Get records from employees where stock is less than 5,SELECT * FROM employees WHERE stock < 5;
Get records from employees where order_date is before '2022-01-01',SELECT * FROM employees WHERE order_date < '2022-01-01';
Get records from orders where order_date is before 100,SELECT * FROM orders WHERE order_date < 100;
Get records from employees where stock is less than 20,SELECT * FROM employees WHERE stock < 20;
Get records from employees where quantity is under '2023-06-30',SELECT * FROM employees WHERE quantity < '2023-06-30';
Get records from orders where order_date is under '2023-06-30',SELECT * FROM orders WHERE order_date < '2023-06-30';
Get records from customers where stock is less than '2023-06-30',SELECT * FROM customers WHERE stock < '2023-06-30';
Get records from products where stock is under '2022-01-01',SELECT * FROM products WHERE stock < '2022-01-01';
Get records from employees where price is under 100,SELECT * FROM employees WHERE price < 100;
Get records from products where price is below '2023-06-30',SELECT * FROM products WHERE price < '2023-06-30';
Get records from customers where stock is before 20,SELECT * FROM customers WHERE stock < 20;
Get records from customers where quantity is less than '2023-06-30',SELECT * FROM customers WHERE quantity < '2023-06-30';
Get records from customers where quantity is before 50,SELECT * FROM customers WHERE quantity < 50;
Get records from products where signup_date is below 5,SELECT * FROM products WHERE signup_date < 5;
Get records from customers where stock is before 100,SELECT * FROM customers WHERE stock < 100;
Get records from products where stock is below 100,SELECT * FROM products WHERE stock < 100;
Get records from customers where signup_date is under '2023-06-30',SELECT * FROM customers WHERE signup_date < '2023-06-30';
Get records from employees where price is under '2022-01-01',SELECT * FROM employees WHERE price < '2022-01-01';
Get records from orders where quantity is less than 50,SELECT * FROM orders WHERE quantity < 50;
Get records from customers where experience is under '2022-01-01',SELECT * FROM customers WHERE experience < '2022-01-01';
Get records from orders where stock is below 100,SELECT * FROM orders WHERE stock < 100;
Get records from products where signup_date is before 50,SELECT * FROM products WHERE signup_date < 50;
Get records from products where experience is below 100,SELECT * FROM products WHERE experience < 100;
Get records from orders where order_date is under 5,SELECT * FROM orders WHERE order_date < 5;
Get records from customers where quantity is before '2023-06-30',SELECT * FROM customers WHERE quantity < '2023-06-30';
Get records from customers where price is before 20,SELECT * FROM customers WHERE price < 20;
Get records from products where price is no more than '2023-06-30',SELECT * FROM products WHERE price <= '2023-06-30';
Get records from employees where experience is no more than 20,SELECT * FROM employees WHERE experience <= 20;
Get records from orders where experience is less than or equal to '2023-06-30',SELECT * FROM orders WHERE experience <= '2023-06-30';
Get records from employees where price is at most 20,SELECT * FROM employees WHERE price <= 20;
Get records from customers where order_date is no more than 50,SELECT * FROM customers WHERE order_date <= 50;
